281;281;280;279;278;276;275;274;273;273;269;273;278;282;288;292;297;302;305;309;310;313;328;339;341;339;336;332;327;325;321;320;318;315;312;311;308;305;300;299;296;294;291;289;286;285;281;279;276;275;273;270;268;267;266;265;268;273;283;294;306;321;343;363;360;368;368;375;378;392;418;439;402;385;375;365;357;350;344;338;334;325;318;313;304;299;293;294;293;287;284;281;280;275;273;269;267;265;263;261;261;261;264;268;275;286;298;312;327;336;342;351;342;347;354;358;361
279;279;278;278;277;276;276;276;274;274;272;271;271;270;271;271;270;269;269;267;266;265;263;262;262;263;263;261;261;260;259;259;254;258;259;277;294;311;327;341;355;369;350;365;351;372;388;393;391;385;378;367;358;352;345;342;335;332;325;320;314;305;300;285;290;274;278;264;267;273;270;267;266;261;259;257;257;258;260;263;270;277;288;299;312;321;331;341;347;347;351;349;356;358;364;362;351;338;330;323;319;315;311;307;303;301;297;295;291;289;284;281;281;281;278;276;274
