761;765;769;777;781;786;785;771;759;750;738;705;653;600;556;513;479;457;431;420;416;418;429;432;444;456;474;512;518;530;549;556;570;581;596;609;625;635;651;666;687;700;721;735;754;771;789;808;831;849;867;892;880;868;845;821;735;716;680;633;565;480;401;334;285;250;246;215;222;223;235;247;318;356;377;400;420;440;458;475;492;518;551;574;601;621;646;671;686;719;735;753;775;807;827;848;873;874;853;831;811;790;773;745;710;676;641;578;506;440;381;347;350;347;339;347;350
761;759;771;779;785;786;795;800;807;815;825;834;836;857;863;878;883;896;907;915;930;943;952;964;981;997;989;965;955;929;892;875;835;800;751;702;660;587;511;440;381;349;333;320;319;322;316;309;323;337;359;406;428;443;462;471;493;503;519;542;559;584;604;629;651;671;695;719;742;766;790;824;845;878;908;919;900;884;852;816;753;725;678;615;553;494;444;400;365;342;333;334;346;368;390;411;441;480;508;534;552;570;588;609;630;644;669;674;699;712;730;746;760;777;796;811;827
